Date,Open,High,Low,Close,Adj Close,Volume
2014-08-21,199.089996,199.759995,198.929993,199.500000,169.319946,67791000
2014-08-22,199.339996,199.690002,198.740005,199.190002,169.056763,76107000
2014-08-25,200.139999,200.589996,199.149994,200.199997,169.913986,63855000
2014-08-26,200.330002,200.820007,200.279999,200.330002,170.024353,47298000
2014-08-27,200.429993,200.570007,199.940002,200.250000,169.956482,47874000
2014-08-28,199.589996,200.270004,199.389999,200.139999,169.863083,58330000
2014-08-29,200.449997,200.729996,199.820007,200.710007,170.346863,65907000
2014-09-02,200.970001,201.000000,199.860001,200.610001,170.261978,72426000
2014-09-03,201.380005,201.410004,200.220001,200.500000,170.168640,57462000
2014-09-04,200.839996,201.580002,199.660004,200.210007,169.922485,85236000
2014-09-05,200.169998,201.190002,199.410004,201.110001,170.686356,102177000
2014-09-08,200.919998,201.210007,200.000000,200.589996,170.244965,64146000
2014-09-09,200.410004,200.550003,198.910004,199.320007,169.167145,88591000
2014-09-10,199.429993,200.199997,198.770004,200.070007,169.803665,67251000
2014-09-11,199.270004,200.330002,199.119995,200.300003,169.998856,66774400
2014-09-12,200.100006,200.119995,198.559998,199.130005,169.005890,117409300
2014-09-15,199.160004,199.320007,198.380005,198.979996,168.878571,76401000
2014-09-16,198.610001,200.839996,198.500000,200.479996,170.151627,116201000
2014-09-17,200.770004,201.679993,199.750000,200.750000,170.380844,151266000
2014-09-18,201.360001,201.850006,201.100006,201.820007,171.288940,94990000
2014-09-19,201.520004,201.899994,200.289993,200.699997,171.134628,121649000
2014-09-22,200.350006,200.380005,198.729996,199.149994,169.812973,125553000
2014-09-23,198.429993,199.259995,197.949997,198.009995,168.840881,111393000
2014-09-24,198.039993,199.690002,197.520004,199.559998,170.162552,107276000
2014-09-25,199.039993,199.050003,196.270004,196.339996,167.416870,150300000
2014-09-26,196.699997,198.389999,196.419998,197.899994,168.747101,103547000
2014-09-29,196.199997,197.889999,196.050003,197.539993,168.440079,95112000
2014-09-30,197.690002,198.300003,196.610001,197.020004,167.996735,131302000
2014-10-01,196.699997,196.770004,193.910004,194.350006,165.720047,177798000
2014-10-02,194.179993,195.059998,192.350006,194.380005,165.745621,157285000
2014-10-03,195.679993,196.940002,195.080002,196.520004,167.570389,121569000
2014-10-06,197.339996,197.600006,195.580002,196.289993,167.374237,104778000
2014-10-07,195.279999,195.720001,193.220001,193.259995,164.790649,147913000
2014-10-08,193.369995,196.919998,192.360001,196.639999,167.672684,186461000
2014-10-09,196.330002,196.600006,192.580002,192.740005,164.347214,210705000
2014-10-10,192.690002,193.649994,190.490005,190.539993,162.471313,221909000
2014-10-13,190.460007,191.149994,187.300003,187.410004,159.802399,230939000
2014-10-14,188.419998,189.820007,187.039993,187.699997,160.049667,215847000
2014-10-15,185.160004,187.690002,181.919998,186.429993,158.966721,380715000
2014-10-16,183.059998,187.580002,182.889999,186.270004,158.830338,270391000
2014-10-17,188.419998,189.750000,187.619995,188.470001,160.706238,214625000
2014-10-20,188.130005,190.449997,188.070007,190.300003,162.266647,130011000
2014-10-21,191.679993,194.199997,191.479996,194.070007,165.481323,154949000
2014-10-22,194.410004,194.910004,192.610001,192.690002,164.304550,151822000
2014-10-23,194.619995,196.199997,194.259995,194.929993,166.214615,154944000
2014-10-24,195.250000,196.490005,194.490005,196.429993,167.493607,117927000
2014-10-27,195.729996,196.449997,195.029999,196.160004,167.263397,82954000
2014-10-28,196.820007,198.419998,196.729996,198.410004,169.181976,106736000
2014-10-29,198.550003,199.119995,196.800003,198.110001,168.926163,142557000
2014-10-30,197.580002,199.949997,197.399994,199.380005,170.009079,113330000
2014-10-31,201.779999,201.820007,200.770004,201.660004,171.953201,146903000
2014-11-03,201.919998,202.449997,201.309998,201.770004,172.046951,93600000
2014-11-04,201.229996,201.600006,200.059998,201.070007,171.450104,93343000
2014-11-05,202.539993,202.589996,201.449997,202.339996,172.533051,91709000
2014-11-06,202.389999,203.259995,201.639999,203.149994,173.223663,107089000
2014-11-07,203.169998,203.600006,202.610001,203.339996,173.385712,89540000
2014-11-10,203.380005,204.039993,203.130005,203.979996,173.931442,66319000
2014-11-11,204.059998,204.309998,203.649994,204.179993,174.101929,54499400
2014-11-12,203.350006,204.240005,203.309998,203.960007,173.914383,90120300
2014-11-13,204.160004,204.830002,203.210007,204.190002,174.110458,85357900
2014-11-14,204.100006,204.490005,203.720001,204.240005,174.153122,80417500
2014-11-17,203.850006,204.580002,203.649994,204.369995,174.264023,80441000
2014-11-18,204.440002,205.919998,204.440002,205.550003,175.270142,76068100
2014-11-19,205.309998,205.550003,204.300003,205.220001,174.988785,82373000
2014-11-20,204.259995,205.710007,204.179993,205.580002,175.295746,72840300
2014-11-21,207.639999,207.839996,205.979996,206.679993,176.233673,142327300
2014-11-24,207.169998,207.389999,206.910004,207.259995,176.728256,65880800
2014-11-25,207.539993,207.789993,206.800003,207.110001,176.600357,79108300
2014-11-26,207.289993,207.759995,207.029999,207.639999,177.052246,62167800
2014-11-28,207.490005,207.869995,206.910004,207.199997,176.677078,57890100
2014-12-01,206.399994,206.539993,205.380005,205.759995,175.449188,103968400
2014-12-02,205.809998,207.339996,205.779999,207.089996,176.583298,74507200
2014-12-03,207.300003,208.149994,207.100006,207.889999,177.265396,68952000
2014-12-04,207.539993,208.270004,206.699997,207.660004,177.069305,91316600
2014-12-05,207.869995,208.470001,207.550003,208.000000,177.359222,91025500
2014-12-08,207.520004,208.119995,205.929993,206.610001,176.173996,108588200
2014-12-09,204.369995,206.600006,203.910004,206.470001,176.054611,125180100
2014-12-10,205.910004,205.979996,202.929993,203.160004,173.232208,159856400
2014-12-11,203.880005,206.190002,203.710007,204.190002,174.110458,159012800
2014-12-12,202.639999,203.820007,200.850006,200.889999,171.296600,202330200
2014-12-15,201.979996,202.529999,198.779999,199.509995,170.119904,189965800
2014-12-16,198.580002,202.399994,197.860001,197.910004,168.755630,259543800
2014-12-17,198.440002,202.339996,198.289993,201.789993,172.064011,253910100
2014-12-18,204.740005,212.970001,203.919998,206.779999,176.318970,257633900
2014-12-19,206.429993,207.330002,205.610001,206.520004,177.069199,245084600
2014-12-22,206.750000,207.470001,206.460007,207.470001,177.883728,148318900
2014-12-23,208.169998,208.229996,207.399994,207.750000,178.123795,122167900
2014-12-24,208.020004,208.339996,207.720001,207.770004,178.140930,42963400
2014-12-26,208.309998,208.850006,208.250000,208.440002,178.715363,57326700
2014-12-29,208.220001,208.970001,208.139999,208.720001,178.955475,79643900
2014-12-30,208.210007,208.369995,207.509995,207.600006,177.995193,73540800
2014-12-31,207.990005,208.190002,205.389999,205.539993,176.228928,130333800
2015-01-02,206.380005,206.880005,204.179993,205.429993,176.134628,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,172.953644,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,171.324615,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,173.459518,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,176.537613,147217800
2015-01-09,206.399994,206.419998,203.509995,204.250000,175.122894,158567300
2015-01-12,204.410004,204.600006,201.919998,202.649994,173.751068,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,173.262375,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,172.216339,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,170.638748,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,172.876541,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,173.245163,130991100
2015-01-21,201.500000,203.660004,200.940002,203.080002,174.119736,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,176.709076,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,175.740219,117516800
2015-01-26,204.710007,205.559998,203.850006,205.449997,176.151779,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,173.828217,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,171.598938,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,173.185165,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,171.007355,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,173.125137,163107000
2015-02-03,203.000000,204.850006,202.550003,204.839996,175.628769,124212900
2015-02-04,203.919998,205.380005,203.509995,204.059998,174.959976,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,176.726212,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,176.237503,125672000
2015-02-09,204.770004,205.639999,204.139999,204.630005,175.448730,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,177.317856,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,177.420731,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,179.126907,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,179.864288,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,180.147171,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,180.164368,80652900
2015-02-19,209.410004,210.419998,209.240005,209.979996,180.035736,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,181.116089,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,181.090363,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,181.604843,72472300
2015-02-25,211.660004,212.240005,211.220001,211.630005,181.450470,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,181.236145,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,180.618820,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,181.759109,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,181.013214,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,180.250153,114497200
2015-03-05,210.619995,210.800003,209.850006,210.460007,180.447311,76873000
2015-03-06,209.419998,209.940002,207.100006,207.500000,177.909439,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,178.646759,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,175.748779,157121300
2015-03-11,205.289993,205.500000,204.399994,204.500000,175.337234,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,177.566483,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,176.477570,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,178.835388,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,178.303818,94510400
2015-03-18,207.389999,211.270004,206.619995,210.460007,180.447311,228808500
2015-03-19,209.960007,210.470001,209.029999,209.500000,179.624252,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,181.209763,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,180.856613,71784500
2015-03-24,209.850006,210.399994,208.740005,208.820007,179.840408,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,177.205078,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,176.783051,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,177.187836,118939000
2015-03-30,206.979996,208.610001,206.960007,208.250000,179.349503,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,177.782043,126768700
2015-04-01,206.389999,206.419998,204.509995,205.699997,177.153397,137303600
2015-04-02,205.619995,206.979996,205.399994,206.440002,177.790710,86900900
2015-04-06,205.369995,208.449997,205.210007,207.830002,178.987793,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,178.514069,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,179.116943,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,179.909317,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,180.891052,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,180.072876,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,180.417419,75099900
2015-04-15,210.050003,211.039993,209.949997,210.429993,181.226959,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,181.175232,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,179.091125,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,180.727478,92189500
2015-04-21,210.669998,210.860001,209.240005,209.600006,180.512146,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,181.399185,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,181.855667,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,182.277618,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,181.519806,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,182.096786,86863500
2015-04-29,210.369995,211.289993,209.600006,210.570007,181.347549,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,179.530365,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,181.476700,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,181.993454,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,179.909317,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,179.168640,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,179.883423,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,182.251755,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,181.381958,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,180.839386,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,180.873871,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,182.759964,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,182.958023,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,183.526428,74549700
2015-05-19,213.240005,213.570007,212.690002,213.029999,183.466125,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,183.336929,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,183.870926,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,183.431717,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,181.459503,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,183.181931,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,182.975189,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,181.838425,124919600
2015-06-01,211.940002,212.339996,210.619995,211.570007,182.208740,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,182.027893,91531000
2015-06-03,212.000000,212.669998,211.330002,211.919998,182.510132,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,180.968613,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,180.658569,121704700
2015-06-08,209.639999,209.820007,208.389999,208.479996,179.547607,89063300
2015-06-09,208.449997,209.100006,207.690002,208.449997,179.521698,105034700
2015-06-10,209.369995,211.410004,209.300003,210.949997,181.674759,134551300
2015-06-11,211.479996,212.089996,211.199997,211.630005,182.260452,73876400
2015-06-12,210.639999,211.479996,209.679993,210.009995,180.865250,135382400
2015-06-15,208.639999,209.449997,207.789993,209.110001,180.090134,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,181.071930,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,181.364746,126708600
2015-06-18,211.309998,213.339996,210.630005,212.779999,183.250854,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,182.437347,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,183.371948,70696000
2015-06-23,212.139999,212.440002,211.570007,212.039993,183.501785,68476800
2015-06-24,211.720001,212.169998,210.470001,210.500000,182.169098,92307300
2015-06-25,211.100006,211.250000,209.770004,209.860001,181.615158,97107400
2015-06-26,210.289993,210.580002,209.160004,209.820007,181.580597,104174800
2015-06-29,208.050003,209.830002,205.330002,205.419998,177.772766,202621300
2015-06-30,207.259995,207.320007,205.279999,205.850006,178.144928,182925100
2015-07-01,207.729996,208.029999,206.559998,207.500000,179.572815,135979900
2015-07-02,208.070007,208.270004,206.809998,207.309998,179.408432,104373700
2015-07-06,205.770004,207.649994,205.529999,206.720001,178.897812,117975400
2015-07-07,206.960007,208.169998,204.110001,208.020004,180.022827,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,177.002579,164020100
2015-07-09,207.039993,207.350006,204.770004,204.899994,177.322754,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,179.555511,129456900
2015-07-13,208.990005,209.899994,208.940002,209.770004,181.537323,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,182.324799,81709600
2015-07-15,210.729996,211.279999,210.039993,210.610001,182.264252,97914100
